FONTS.md	FONTS	/		658	
佛藏/乾隆藏/大乘五大部外重译经/大云请雨经.md	大云请雨经	/佛藏/乾隆藏/大乘五大部外重译经		35274	
佛藏/乾隆藏/大乘五大部外重译经/大方广宝箧经.md	大方广宝箧经	/佛藏/乾隆藏/大乘五大部外重译经	[刘宋]求那跋陀罗	68273	cbeta:T0462;kanripo:KR6i0063/CBETA|KR6i0063/T|KR6i0063/TKD
佛藏/乾隆藏/大乘五大部外重译经/大方广菩萨藏经中文殊师利根本一字陀罗尼经.md	大方广菩萨藏经中文殊师利根本一字陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]宝思惟	5745	cbeta:T1181;kanripo:KR6j0406/CBETA|KR6j0406/T|KR6j0406/TKD
佛藏/乾隆藏/大乘五大部外重译经/大方等修多罗王经.md	大方等修多罗王经	/佛藏/乾隆藏/大乘五大部外重译经		3549	
佛藏/乾隆藏/大乘五大部外重译经/大方等大云经.md	大方等大云经	/佛藏/乾隆藏/大乘五大部外重译经		142713	
佛藏/乾隆藏/大乘五大部外重译经/大萨遮尼干子受记经.md	大萨遮尼干子受记经	/佛藏/乾隆藏/大乘五大部外重译经		231913	
佛藏/乾隆藏/大乘五大部外重译经/大阿弥陀佛经.md	大阿弥陀佛经	/佛藏/乾隆藏/大乘五大部外重译经		65001	
佛藏/乾隆藏/大乘五大部外重译经/太子慕魄经.md	太子慕魄经	/佛藏/乾隆藏/大乘五大部外重译经		8778	cbeta:T0167;kanripo:KR6b0019/CBETA|KR6b0019/T|KR6b0019/TKD
佛藏/乾隆藏/大乘五大部外重译经/太子须大拏经.md	太子须大拏经	/佛藏/乾隆藏/大乘五大部外重译经	[西秦]圣坚	26448	cbeta:T0171;kanripo:KR6b0023/CBETA|KR6b0023/T|KR6b0023/TKD
佛藏/乾隆藏/大乘五大部外重译经/如意轮陀罗尼经.md	如意轮陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]菩提流志	38010	cbeta:T1080;kanripo:KR6j0287/CBETA|KR6j0287/T|KR6j0287/TKD
佛藏/乾隆藏/大乘五大部外重译经/妙法决定业障经.md	妙法决定业障经	/佛藏/乾隆藏/大乘五大部外重译经		5379	
佛藏/乾隆藏/大乘五大部外重译经/妙法莲华经观世音菩萨普门品.md	妙法莲华经观世音菩萨普门品	/佛藏/乾隆藏/大乘五大部外重译经		9189	ctext:ctp:wb17260
佛藏/乾隆藏/大乘五大部外重译经/妙臂印幢陀罗尼经.md	妙臂印幢陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]实叉难陀	3124	cbeta:T1364;kanripo:KR6j0594/CBETA|KR6j0594/T|KR6j0594/TKD
佛藏/乾隆藏/大乘五大部外重译经/尊胜菩萨所问一切诸法入无量法门陀罗尼经.md	尊胜菩萨所问一切诸法入无量法门陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经		25524	
佛藏/乾隆藏/大乘五大部外重译经/师子奋迅菩萨所问经.md	师子奋迅菩萨所问经	/佛藏/乾隆藏/大乘五大部外重译经		4101	
佛藏/乾隆藏/大乘五大部外重译经/拔一切业障根本得生净土神咒.md	拔一切业障根本得生净土神咒	/佛藏/乾隆藏/大乘五大部外重译经	[刘宋]求那跋陀罗	3496	
佛藏/乾隆藏/大乘五大部外重译经/持世经.md	持世经	/佛藏/乾隆藏/大乘五大部外重译经	[姚秦]鸠摩罗什	120454	cbeta:T0482;kanripo:KR6i0111/CBETA|KR6i0111/T|KR6i0111/TKD
佛藏/乾隆藏/大乘五大部外重译经/持人菩萨所问经.md	持人菩萨所问经	/佛藏/乾隆藏/大乘五大部外重译经		82632	
佛藏/乾隆藏/大乘五大部外重译经/持心梵天所问经.md	持心梵天所问经	/佛藏/乾隆藏/大乘五大部外重译经	[西晋]竺法护	152387	cbeta:T0585;kanripo:KR6i0217/CBETA|KR6i0217/T|KR6i0217/TKD
佛藏/乾隆藏/大乘五大部外重译经/方广大庄严经.md	方广大庄严经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]地婆诃罗	348893	cbeta:T0187;kanripo:KR6b0043/CBETA|KR6b0043/T|KR6b0043/TKD
佛藏/乾隆藏/大乘五大部外重译经/无字宝箧经.md	无字宝箧经	/佛藏/乾隆藏/大乘五大部外重译经	[元魏]菩提流支	9232	cbeta:T0828;kanripo:KR6i0534/CBETA|KR6i0534/T|KR6i0534/TKD
佛藏/乾隆藏/大乘五大部外重译经/无量义经.md	无量义经	/佛藏/乾隆藏/大乘五大部外重译经	[萧齐]伽陀耶舍	30547	cbeta:T0276;kanripo:KR6d0118/CBETA|KR6d0118/T|KR6d0118/TKD
佛藏/乾隆藏/大乘五大部外重译经/曼殊室利咒藏中校量数珠功德经.md	曼殊室利咒藏中校量数珠功德经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]义净	3542	
佛藏/乾隆藏/大乘五大部外重译经/曼殊室利菩萨咒藏中一字咒王经.md	曼殊室利菩萨咒藏中一字咒王经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]义净	5444	cbeta:X0194
佛藏/乾隆藏/大乘五大部外重译经/梵女首意经.md	梵女首意经	/佛藏/乾隆藏/大乘五大部外重译经		8016	
佛藏/乾隆藏/大乘五大部外重译经/浴像功德经.md	浴像功德经	/佛藏/乾隆藏/大乘五大部外重译经		6071	
佛藏/乾隆藏/大乘五大部外重译经/添品妙法莲华经.md	添品妙法莲华经	/佛藏/乾隆藏/大乘五大部外重译经	[隋]阇那崛多	257926	cbeta:T0264;kanripo:KR6d0003/CBETA|KR6d0003/T|KR6d0003/TKD
佛藏/乾隆藏/大乘五大部外重译经/称赞大乘功德经.md	称赞大乘功德经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]玄奘	7651	cbeta:T0840;kanripo:KR6i0546/CBETA|KR6i0546/T|KR6i0546/TKD
佛藏/乾隆藏/大乘五大部外重译经/维摩诘所说经.md	维摩诘所说经	/佛藏/乾隆藏/大乘五大部外重译经	[姚秦]鸠摩罗什	105795	cbeta:T0475;ctext:ctp:wb11790|ctp:wb217974;kanripo:KR6i0076/CBETA|KR6i0076/T|KR6i0076/TKD;wikisource:https://zh.wikisource.org/wiki/%E7%B6%AD%E6%91%A9%E8%A9%B0%E6%89%80%E8%AA%AA%E7%B6%93
佛藏/乾隆藏/大乘五大部外重译经/舍利弗陀罗尼经.md	舍利弗陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经	[梁]僧伽婆罗	13907	cbeta:T1016;kanripo:KR6j0209/CBETA|KR6j0209/T|KR6j0209/TKD
佛藏/乾隆藏/大乘五大部外重译经/药师琉璃光如来本愿功德经.md	药师琉璃光如来本愿功德经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]玄奘	19047	cbeta:T0450;ctext:ctp:wb444126;kanripo:KR6i0048/CBETA|KR6i0048/T|KR6i0048/TKD
佛藏/乾隆藏/大乘五大部外重译经/菩萨睒子经.md	菩萨睒子经	/佛藏/乾隆藏/大乘五大部外重译经		10383	cbeta:T0174;kanripo:KR6b0026/CBETA|KR6b0026/T|KR6b0026/TKD
佛藏/乾隆藏/大乘五大部外重译经/萨昙分陀利经.md	萨昙分陀利经	/佛藏/乾隆藏/大乘五大部外重译经		6136	cbeta:T0265;kanripo:KR6d0004/CBETA|KR6d0004/T|KR6d0004/TKD
佛藏/乾隆藏/大乘五大部外重译经/观自在菩萨怛嚩多唎随心陀罗尼经.md	观自在菩萨怛嚩多唎随心陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]智通	33290	cbeta:T1103b;kanripo:KR6j0312/CBETA|KR6j0312/T
佛藏/乾隆藏/大乘五大部外重译经/请观世音菩萨消伏毒害陀罗尼咒经.md	请观世音菩萨消伏毒害陀罗尼咒经	/佛藏/乾隆藏/大乘五大部外重译经	[东晋]难提	18850	
佛藏/乾隆藏/大乘五大部外重译经/道神足无极变化经.md	道神足无极变化经	/佛藏/乾隆藏/大乘五大部外重译经		80147	
佛藏/乾隆藏/大乘五大部外重译经/采华连王上佛受决经.md	采华连王上佛受决经	/佛藏/乾隆藏/大乘五大部外重译经		3732	
佛藏/乾隆藏/大乘五大部外重译经/金光明最胜王经.md	金光明最胜王经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]义净	245573	cbeta:T0665;kanripo:KR6i0303/CBETA|KR6i0303/T|KR6i0303/TKD
佛藏/乾隆藏/大乘五大部外重译经/金光明经.md	金光明经	/佛藏/乾隆藏/大乘五大部外重译经	[北凉]昙无谶	110030	cbeta:JA002|T0663;ctext:ctp:wb366258;kanripo:KR6i0301/CBETA|KR6i0301/T|KR6i0301/TKD
佛藏/乾隆藏/大乘五大部外重译经/金刚上味陀罗尼经.md	金刚上味陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经	[元魏]佛陀扇多	22321	cbeta:T1344;kanripo:KR6j0574/CBETA|KR6j0574/T|KR6j0574/TKD
佛藏/乾隆藏/大乘五大部外重译经/金刚场陀罗尼经.md	金刚场陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经	[隋]阇那崛多	22654	cbeta:T1345;kanripo:KR6j0575/CBETA|KR6j0575/T|KR6j0575/TKD
佛藏/乾隆藏/大乘五大部外重译经/金刚秘密善门陀罗尼经.md	金刚秘密善门陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经		7783	cbeta:T1138b;kanripo:KR6j0355/CBETA|KR6j0355/T
佛藏/乾隆藏/大乘五大部外重译经/阿惟越致遮经.md	阿惟越致遮经	/佛藏/乾隆藏/大乘五大部外重译经		122090	
佛藏/乾隆藏/大乘五大部外重译经/阿难陀目佉尼呵离陀经.md	阿难陀目佉尼呵离陀经	/佛藏/乾隆藏/大乘五大部外重译经	[刘宋]求那跋陀罗	15650	cbeta:T1013;kanripo:KR6j0206/CBETA|KR6j0206/T|KR6j0206/TKD
佛藏/乾隆藏/大乘五大部外重译经/集一切福德三昧经.md	集一切福德三昧经	/佛藏/乾隆藏/大乘五大部外重译经	[姚秦]鸠摩罗什	77288	cbeta:T0382;kanripo:KR6g0028/CBETA|KR6g0028/T|KR6g0028/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说药师如来本愿经.md	佛说药师如来本愿经	/佛藏/乾隆藏/大乘五大部外重译经	[隋]达摩笈多	18426	cbeta:T0449;kanripo:KR6i0047/CBETA|KR6i0047/T|KR6i0047/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说菩萨逝经.md	佛说菩萨逝经	/佛藏/乾隆藏/大乘五大部外重译经	[西晋]白法祖	6337	cbeta:T0528;kanripo:KR6i0158/CBETA|KR6i0158/T|KR6i0158/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说观无量寿佛经.md	佛说观无量寿佛经	/佛藏/乾隆藏/大乘五大部外重译经	[刘宋]鍄良耶舍	29585	cbeta:T0365;ctext:ctp:wb247538|ctp:wb34793;kanripo:KR6f0071/CBETA|KR6f0071/T|KR6f0071/TKD;wikisource:https://zh.wikisource.org/wiki/%E8%A7%80%E7%84%A1%E9%87%8F%E5%A3%BD%E7%B6%93
佛藏/乾隆藏/大乘五大部外重译经/佛说解节经.md	佛说解节经	/佛藏/乾隆藏/大乘五大部外重译经	[陈]真谛	16168	cbeta:T0677;kanripo:KR6i0355/CBETA|KR6i0355/T|KR6i0355/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说谏王经.md	佛说谏王经	/佛藏/乾隆藏/大乘五大部外重译经	[刘宋]沮渠京声	6190	cbeta:T0514;kanripo:KR6i0144/CBETA|KR6i0144/T|KR6i0144/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说贝多树下思惟十二因缘经.md	佛说贝多树下思惟十二因缘经	/佛藏/乾隆藏/大乘五大部外重译经		6729	
佛藏/乾隆藏/大乘五大部外重译经/佛说转女身经.md	佛说转女身经	/佛藏/乾隆藏/大乘五大部外重译经	[刘宋]昙摩蜜多	31498	cbeta:T0564;kanripo:KR6i0196/CBETA|KR6i0196/T|KR6i0196/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说逝童子经.md	佛说逝童子经	/佛藏/乾隆藏/大乘五大部外重译经	[西晋]支法度	5338	cbeta:T0527;kanripo:KR6i0157/CBETA|KR6i0157/T|KR6i0157/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说造立形像福报经.md	佛说造立形像福报经	/佛藏/乾隆藏/大乘五大部外重译经		6237	cbeta:T0693;kanripo:KR6i0383/CBETA|KR6i0383/T|KR6i0383/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说长者子制经.md	佛说长者子制经	/佛藏/乾隆藏/大乘五大部外重译经	[后汉]安世高	6517	cbeta:T0526;kanripo:KR6i0156/CBETA|KR6i0156/T|KR6i0156/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说阿弥陀经.md	佛说阿弥陀经	/佛藏/乾隆藏/大乘五大部外重译经	[姚秦]鸠摩罗什	7836	cbeta:T0366;ctext:ctp:wb40515;kanripo:KR6f0082/CBETA|KR6f0082/T|KR6f0082/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛说阿阇世王受决经.md	佛说阿阇世王受决经	/佛藏/乾隆藏/大乘五大部外重译经		6382	
佛藏/乾隆藏/大乘五大部外重译经/佛说陀罗尼集经.md	佛说陀罗尼集经	/佛藏/乾隆藏/大乘五大部外重译经		552146	
佛藏/乾隆藏/大乘五大部外重译经/佛说龙施女经.md	佛说龙施女经	/佛藏/乾隆藏/大乘五大部外重译经	[吴]支谦	3693	cbeta:T0557;kanripo:KR6i0189/CBETA|KR6i0189/T|KR6i0189/TKD
佛藏/乾隆藏/大乘五大部外重译经/佛顶尊胜陀罗尼经.md	佛顶尊胜陀罗尼经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]佛陀波利	11709	cbeta:T0967|T0968;kanripo:KR6j0144/CBETA|KR6j0144/T|KR6j0144/TKD|KR6j0145/CBETA|KR6j0145/T|KR6j0145/TKD
佛藏/乾隆藏/大乘五大部外重译经/六字咒王经.md	六字咒王经	/佛藏/乾隆藏/大乘五大部外重译经		7226	
佛藏/乾隆藏/大乘五大部外重译经/六字神咒经.md	六字神咒经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]菩提流志	3379	
佛藏/乾隆藏/大乘五大部外重译经/分别缘起初胜法门经.md	分别缘起初胜法门经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]玄奘	32812	cbeta:T0717;kanripo:KR6i0411/CBETA|KR6i0411/T|KR6i0411/TKD
佛藏/乾隆藏/大乘五大部外重译经/合部金光明经.md	合部金光明经	/佛藏/乾隆藏/大乘五大部外重译经	[隋]宝贵合	205140	cbeta:T0664;kanripo:KR6i0302/CBETA|KR6i0302/T|KR6i0302/TKD
佛藏/乾隆藏/大乘五大部外重译经/后出阿弥陀佛偈经.md	后出阿弥陀佛偈经	/佛藏/乾隆藏/大乘五大部外重译经		2709	
佛藏/乾隆藏/大乘五大部外重译经/善法方便陀罗尼咒经.md	善法方便陀罗尼咒经	/佛藏/乾隆藏/大乘五大部外重译经		9111	
佛藏/乾隆藏/大乘五大部外重译经/大乘伽耶山顶经.md	大乘伽耶山顶经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]菩提流志	13400	cbeta:T0467;kanripo:KR6i0068/CBETA|KR6i0068/T|KR6i0068/TKD
佛藏/乾隆藏/大乘五大部外重译经/大乘入楞伽经.md	大乘入楞伽经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]实叉难陀	244703	cbeta:T0672;kanripo:KR6i0329/CBETA|KR6i0329/T|KR6i0329/TKD
佛藏/乾隆藏/大乘五大部外重译经/大乘方广总持经.md	大乘方广总持经	/佛藏/乾隆藏/大乘五大部外重译经	[隋]毗尼多流支	21565	cbeta:T0275;kanripo:KR6d0117/CBETA|KR6d0117/T|KR6d0117/TKD
佛藏/乾隆藏/大乘五大部外重译经/大乘离文字普光明藏经.md	大乘离文字普光明藏经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]地婆诃罗	7915	cbeta:T0829;kanripo:KR6i0535/CBETA|KR6i0535/T|KR6i0535/TKD
佛藏/乾隆藏/大乘五大部外重译经/大乘造像功德经.md	大乘造像功德经	/佛藏/乾隆藏/大乘五大部外重译经		31767	
佛藏/乾隆藏/大乘五大部外重译经/大乘顶王经.md	大乘顶王经	/佛藏/乾隆藏/大乘五大部外重译经	[梁]月婆首那	34210	cbeta:T0478;kanripo:KR6i0107/CBETA|KR6i0107/T|KR6i0107/TKD
佛藏/乾隆藏/大乘五大部外重译经/大云轮请雨经.md	大云轮请雨经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]不空	34153	cbeta:T0989|T0991;kanripo:KR6j0176/CBETA|KR6j0176/T|KR6j0176/TKD|KR6j0178/CBETA|KR6j0178/T|KR6j0178/TKD
佛藏/乾隆藏/大乘五大部外重译经/大庄严法门经.md	大庄严法门经	/佛藏/乾隆藏/大乘五大部外重译经	[隋]那连提耶舍	41496	cbeta:T0818;kanripo:KR6i0524/CBETA|KR6i0524/T|KR6i0524/TKD
佛藏/乾隆藏/大乘五大部外重译经/大树紧那罗王所问经.md	大树紧那罗王所问经	/佛藏/乾隆藏/大乘五大部外重译经	[姚秦]鸠摩罗什	105766	cbeta:T0625;kanripo:KR6i0262/CBETA|KR6i0262/T|KR6i0262/TKD
佛藏/乾隆藏/大乘五大部外重译经/大金色孔雀王咒经.md	大金色孔雀王咒经	/佛藏/乾隆藏/大乘五大部外重译经		13414	
佛藏/乾隆藏/大乘五大部外重译经/如来庄严智慧光明入一切佛境界经.md	如来庄严智慧光明入一切佛境界经	/佛藏/乾隆藏/大乘五大部外重译经	[元魏]昙摩流支	54592	cbeta:T0357;kanripo:KR6f0049/CBETA|KR6f0049/T|KR6f0049/TKD
佛藏/乾隆藏/大乘五大部外重译经/如来方便善巧咒经.md	如来方便善巧咒经	/佛藏/乾隆藏/大乘五大部外重译经	[隋]阇那崛多	15276	
佛藏/乾隆藏/大乘五大部外重译经/如来独证自誓三昧经.md	如来独证自誓三昧经	/佛藏/乾隆藏/大乘五大部外重译经		11206	
佛藏/乾隆藏/大乘五大部外重译经/如来示教胜军王经.md	如来示教胜军王经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]玄奘	11363	cbeta:T0515;kanripo:KR6i0145/CBETA|KR6i0145/T|KR6i0145/TKD
佛藏/乾隆藏/大乘五大部外重译经/妙法莲华经.md	妙法莲华经	/佛藏/乾隆藏/大乘五大部外重译经	[姚秦]鸠摩罗什	284422	cbeta:T0262;ctext:ctp:wb226468;kanripo:KR6d0001/CBETA|KR6d0001/T|KR6d0001/TKD
佛藏/乾隆藏/大乘五大部外重译经/广博严净不退转轮经.md	广博严净不退转轮经	/佛藏/乾隆藏/大乘五大部外重译经		138913	
佛藏/乾隆藏/大乘五大部外重译经/思益梵天所问经.md	思益梵天所问经	/佛藏/乾隆藏/大乘五大部外重译经	[姚秦]鸠摩罗什	137134	cbeta:T0586;ctext:ctp:wb1017966;kanripo:KR6i0218/CBETA|KR6i0218/T|KR6i0218/TKD
佛藏/乾隆藏/大乘五大部外重译经/悲华经.md	悲华经	/佛藏/乾隆藏/大乘五大部外重译经	[北凉]昙无谶	320154	cbeta:T0157;kanripo:KR6b0006/CBETA|KR6b0006/T|KR6b0006/TKD
佛藏/乾隆藏/大乘五大部外重译经/护命法门神咒经.md	护命法门神咒经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]菩提流志	20162	
佛藏/乾隆藏/大乘五大部外重译经/文殊师利问菩提经.md	文殊师利问菩提经	/佛藏/乾隆藏/大乘五大部外重译经	[姚秦]鸠摩罗什	11260	cbeta:T0464;kanripo:KR6i0065/CBETA|KR6i0065/T|KR6i0065/TKD
佛藏/乾隆藏/大乘五大部外重译经/无上依经.md	无上依经	/佛藏/乾隆藏/大乘五大部外重译经		47402	
佛藏/乾隆藏/大乘五大部外重译经/普曜经.md	普曜经	/佛藏/乾隆藏/大乘五大部外重译经		241937	cbeta:T0186;kanripo:KR6b0042/CBETA|KR6b0042/T|KR6b0042/TKD
佛藏/乾隆藏/大乘五大部外重译经/普超三昧经.md	普超三昧经	/佛藏/乾隆藏/大乘五大部外重译经		106419	
佛藏/乾隆藏/大乘五大部外重译经/最胜佛顶陀罗尼净除业障咒经.md	最胜佛顶陀罗尼净除业障咒经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]地婆诃罗	20177	
佛藏/乾隆藏/大乘五大部外重译经/月灯三昧经.md	月灯三昧经	/佛藏/乾隆藏/大乘五大部外重译经	[高齐]那连提耶舍	15649	cbeta:T0639;kanripo:KR6i0276/CBETA|KR6i0276/T|KR6i0276/TKD
佛藏/乾隆藏/大乘五大部外重译经/月灯三昧经之二.md	月灯三昧经之二	/佛藏/乾隆藏/大乘五大部外重译经		330108	
佛藏/乾隆藏/大乘五大部外重译经/有德女所问大乘经.md	有德女所问大乘经	/佛藏/乾隆藏/大乘五大部外重译经	[唐]菩提流志	6683	cbeta:T0568;kanripo:KR6i0200/CBETA|KR6i0200/T|KR6i0200/TKD
佛藏/乾隆藏/大乘五大部外重译经/楞伽阿跋多罗宝经.md	楞伽阿跋多罗宝经	/佛藏/乾隆藏/大乘五大部外重译经	[刘宋]求那跋陀罗	170651	cbeta:T0670;ctext:ctp:wb1692264;kanripo:KR6i0327/CBETA|KR6i0327/T|KR6i0327/TKD
佛藏/乾隆藏/大乘五大部外重译经/正法华经.md	正法华经	/佛藏/乾隆藏/大乘五大部外重译经	[西晋]竺法护	304842	cbeta:T0263;kanripo:KR6d0002/CBETA|KR6d0002/T|KR6d0002/TKD
佛藏/乾隆藏/大乘五大部外重译经/法华三昧经.md	法华三昧经	/佛藏/乾隆藏/大乘五大部外重译经		20526	
佛藏/乾隆藏/大乘五大部外重译经/深密解脱经.md	深密解脱经	/佛藏/乾隆藏/大乘五大部外重译经	[元魏]菩提流支	114331	cbeta:T0675;kanripo:KR6i0352/CBETA|KR6i0352/T|KR6i0352/TKD
佛藏/乾隆藏/大乘五大部外重译经/番字药师七佛本愿功德经.md	番字药师七佛本愿功德经	/佛藏/乾隆藏/大乘五大部外重译经		984	
佛藏/乾隆藏/大乘五大部外重译经/相续解脱地波罗蜜了义经.md	相续解脱地波罗蜜了义经	/佛藏/乾隆藏/大乘五大部外重译经	[刘宋]求那跋陀罗	17645	cbeta:T0678;kanripo:KR6i0356/CBETA|KR6i0356/T|KR6i0356/TKD
